rho,v
0.19999999999999996, 1.5615942028985508
0.3, 1.5942028985507244
0.4005102040816325, 1.2499999999999991
0.5010204081632652, 1.141304347826086
0.5499999999999998, 0.8115942028985494
0.6010204081632653, 0.4637681159420275
0.6510204081632653, 0.10507246376811441
0.7020408163265306, 0.0652173913043459
0.7520408163265304, 0.03260869565217206
